"marked","head_id","tail_id","id","head","tail","relation"
"武松看时，那大汉不是别人，却正是菜园子<tail>张青</tail>，这妇人便是母夜叉<head>孙二娘</head>。","id_131","id_130",9782.0,"孙二娘","张青","wife"
"原来这<head>张青</head>十字坡店面作坊却有几处，所以<tail>武松</tail>不认得。","id_130","id_24",9784.0,"张青","武松","friend"
"原来这<head>张青</head>十字坡店面作坊却有几处，所以<tail>武松</tail>不认得。","id_130","id_24",9784.0,"张青","武松","sworn"
"原来这<tail>张青</tail>十字坡店面作坊却有几处，所以<head>武松</head>不认得。","id_24","id_130",9784.0,"武松","张青","friend"
"原来这<tail>张青</tail>十字坡店面作坊却有几处，所以<head>武松</head>不认得。","id_24","id_130",9784.0,"武松","张青","sworn"
"<head>张青</head>引<tail>武松</tail>去客房里睡了。","id_130","id_24",9825.0,"张青","武松","friend"
"<head>张青</head>引<tail>武松</tail>去客房里睡了。","id_130","id_24",9825.0,"张青","武松","sworn"
"<tail>张青</tail>引<head>武松</head>去客房里睡了。","id_24","id_130",9825.0,"武松","张青","friend"
"<tail>张青</tail>引<head>武松</head>去客房里睡了。","id_24","id_130",9825.0,"武松","张青","sworn"
"且说<head>武松</head>在<tail>张青</tail>家里将息了三五日，打听得事务篾刺一般紧急，纷纷攘攘，有做公人出城来各乡村缉捕。","id_24","id_130",9851.0,"武松","张青","friend"
"且说<head>武松</head>在<tail>张青</tail>家里将息了三五日，打听得事务篾刺一般紧急，纷纷攘攘，有做公人出城来各乡村缉捕。","id_24","id_130",9851.0,"武松","张青","sworn"
"且说<tail>武松</tail>在<head>张青</head>家里将息了三五日，打听得事务篾刺一般紧急，纷纷攘攘，有做公人出城来各乡村缉捕。","id_130","id_24",9851.0,"张青","武松","friend"
"且说<tail>武松</tail>在<head>张青</head>家里将息了三五日，打听得事务篾刺一般紧急，纷纷攘攘，有做公人出城来各乡村缉捕。","id_130","id_24",9851.0,"张青","武松","sworn"
"<head>张青</head>知得，只得对<tail>武松</tail>说道：“二哥，不是我怕事不留你久住，如今官司搜捕得紧急，排门挨户，只恐明日有些疏失，必须怨恨我夫妻两个。","id_130","id_24",9852.0,"张青","武松","friend"
"<head>张青</head>知得，只得对<tail>武松</tail>说道：“二哥，不是我怕事不留你久住，如今官司搜捕得紧急，排门挨户，只恐明日有些疏失，必须怨恨我夫妻两个。","id_130","id_24",9852.0,"张青","武松","sworn"
"<tail>张青</tail>知得，只得对<head>武松</head>说道：“二哥，不是我怕事不留你久住，如今官司搜捕得紧急，排门挨户，只恐明日有些疏失，必须怨恨我夫妻两个。","id_24","id_130",9852.0,"武松","张青","friend"
"<tail>张青</tail>知得，只得对<head>武松</head>说道：“二哥，不是我怕事不留你久住，如今官司搜捕得紧急，排门挨户，只恐明日有些疏失，必须怨恨我夫妻两个。","id_24","id_130",9852.0,"武松","张青","sworn"
"<head>张青</head>随即取幅纸，备细写了一封书，把与<tail>武松</tail>，安排酒食送路。","id_130","id_24",9871.0,"张青","武松","friend"
"<head>张青</head>随即取幅纸，备细写了一封书，把与<tail>武松</tail>，安排酒食送路。","id_130","id_24",9871.0,"张青","武松","sworn"
"<tail>张青</tail>随即取幅纸，备细写了一封书，把与<head>武松</head>，安排酒食送路。","id_24","id_130",9871.0,"武松","张青","friend"
"<tail>张青</tail>随即取幅纸，备细写了一封书，把与<head>武松</head>，安排酒食送路。","id_24","id_130",9871.0,"武松","张青","sworn"
"只见<head>母夜叉</head>孙二娘指着<tail>张青</tail>道：“你如何便只这等叫叔叔去？","id_131","id_130",9872.0,"孙二娘","张青","wife"
"只见<tail>母夜叉</tail>孙二娘指着<head>张青</head>道：“你如何便只这等叫叔叔去？","id_130","id_131",9872.0,"张青","孙二娘","husband"
"只见母夜叉<head>孙二娘</head>指着<tail>张青</tail>道：“你如何便只这等叫叔叔去？","id_131","id_130",9872.0,"孙二娘","张青","wife"
"只见母夜叉<tail>孙二娘</tail>指着<head>张青</head>道：“你如何便只这等叫叔叔去？","id_130","id_131",9872.0,"张青","孙二娘","husband"
"<head>张青</head>拍手道：“<tail>二娘</tail>说得是！","id_130","id_131",9895.0,"张青","孙二娘","husband"
"<tail>张青</tail>拍手道：“<head>二娘</head>说得是！","id_131","id_130",9895.0,"孙二娘","张青","wife"
"<head>张青</head><tail>孙二娘</tail>看了，两个喝采道：“却不是前生注定！”","id_130","id_131",9903.0,"张青","孙二娘","husband"
"<tail>张青</tail><head>孙二娘</head>看了，两个喝采道：“却不是前生注定！”","id_131","id_130",9903.0,"孙二娘","张青","wife"
"<head>张青</head>拿起剪刀替<tail>武松</tail>把前後头发都剪了。","id_130","id_24",9908.0,"张青","武松","friend"
"<head>张青</head>拿起剪刀替<tail>武松</tail>把前後头发都剪了。","id_130","id_24",9908.0,"张青","武松","sworn"
"<tail>张青</tail>拿起剪刀替<head>武松</head>把前後头发都剪了。","id_24","id_130",9908.0,"武松","张青","friend"
"<tail>张青</tail>拿起剪刀替<head>武松</head>把前後头发都剪了。","id_24","id_130",9908.0,"武松","张青","sworn"
"<head>武松</head>饱吃了一顿酒饭，拜辞了<tail>张青</tail>夫妻二人，腰里跨了这两口戒刀，当晚都收拾了。","id_24","id_130",9914.0,"武松","张青","friend"
"<head>武松</head>饱吃了一顿酒饭，拜辞了<tail>张青</tail>夫妻二人，腰里跨了这两口戒刀，当晚都收拾了。","id_24","id_130",9914.0,"武松","张青","sworn"
"<tail>武松</tail>饱吃了一顿酒饭，拜辞了<head>张青</head>夫妻二人，腰里跨了这两口戒刀，当晚都收拾了。","id_130","id_24",9914.0,"张青","武松","friend"
"<tail>武松</tail>饱吃了一顿酒饭，拜辞了<head>张青</head>夫妻二人，腰里跨了这两口戒刀，当晚都收拾了。","id_130","id_24",9914.0,"张青","武松","sworn"
"<head>武松</head>临行，<tail>张青</tail>又分付道：“二哥，於路小心在意，凡事不可托大。","id_24","id_130",9916.0,"武松","张青","friend"
"<head>武松</head>临行，<tail>张青</tail>又分付道：“二哥，於路小心在意，凡事不可托大。","id_24","id_130",9916.0,"武松","张青","sworn"
"<tail>武松</tail>临行，<head>张青</head>又分付道：“二哥，於路小心在意，凡事不可托大。","id_130","id_24",9916.0,"张青","武松","friend"
"<tail>武松</tail>临行，<head>张青</head>又分付道：“二哥，於路小心在意，凡事不可托大。","id_130","id_24",9916.0,"张青","武松","sworn"
"<head>张青</head>夫妻看了，喝采道：“果然好个<tail>行者</tail>！”","id_130","id_24",9926.0,"张青","武松","friend"
"<head>张青</head>夫妻看了，喝采道：“果然好个<tail>行者</tail>！”","id_130","id_24",9926.0,"张青","武松","sworn"
"<tail>张青</tail>夫妻看了，喝采道：“果然好个<head>行者</head>！”","id_24","id_130",9926.0,"武松","张青","friend"
"<tail>张青</tail>夫妻看了，喝采道：“果然好个<head>行者</head>！”","id_24","id_130",9926.0,"武松","张青","sworn"
"却有这里孔太公屡次使人去庄上问信，後见<head>宋清</head>回家，说道<tail>宋江</tail>在柴大官人庄上，因此特地使人直来柴大官人庄上取我在这里。","id_102","id_1",10121.0,"宋清","宋江","elder_brother"
"至十字坡，怎生遇见<head>张青</head>、<tail>孙二娘</tail>；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见<tail>张青</tail>、<head>孙二娘</head>；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见<head>张青</head>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，<tail>母夜叉</tail>孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见<tail>张青</tail>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，<head>母夜叉</head>孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见<head>张青</head>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉<tail>孙二娘</tail>教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见<tail>张青</tail>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉<head>孙二娘</head>教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见<head>张青</head>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<tail>行者</tail>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_24",10136.0,"张青","武松","friend"
"至十字坡，怎生遇见<head>张青</head>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<tail>行者</tail>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_24",10136.0,"张青","武松","sworn"
"至十字坡，怎生遇见<tail>张青</tail>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<head>行者</head>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_24","id_130",10136.0,"武松","张青","friend"
"至十字坡，怎生遇见<tail>张青</tail>、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<head>行者</head>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_24","id_130",10136.0,"武松","张青","sworn"
"至十字坡，怎生遇见张青、<head>孙二娘</head>；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<tail>张青</tail>家，母夜叉孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见张青、<tail>孙二娘</tail>；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<head>张青</head>家，母夜叉孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<head>张青</head>家，<tail>母夜叉</tail>孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<tail>张青</tail>家，<head>母夜叉</head>孙二娘教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<head>张青</head>家，母夜叉<tail>孙二娘</tail>教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_131",10136.0,"张青","孙二娘","husband"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<tail>张青</tail>家，母夜叉<head>孙二娘</head>教我做了头陀行者的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_131","id_130",10136.0,"孙二娘","张青","wife"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<head>张青</head>家，母夜叉孙二娘教我做了头陀<tail>行者</tail>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_24",10136.0,"张青","武松","friend"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<head>张青</head>家，母夜叉孙二娘教我做了头陀<tail>行者</tail>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_130","id_24",10136.0,"张青","武松","sworn"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<tail>张青</tail>家，母夜叉孙二娘教我做了头陀<head>行者</head>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_24","id_130",10136.0,"武松","张青","friend"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在<tail>张青</tail>家，母夜叉孙二娘教我做了头陀<head>行者</head>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了宋江一遍。","id_24","id_130",10136.0,"武松","张青","sworn"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<head>行者</head>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了<tail>宋江</tail>一遍。","id_24","id_1",10136.0,"武松","宋江","younger_sworn_brother"
"至十字坡，怎生遇见张青、孙二娘；到孟州；怎地会施恩，怎地打了蒋门神，如何杀了张都监一十五口，又逃在张青家，母夜叉孙二娘教我做了头陀<tail>行者</tail>的缘故；过蜈蚣岭，试刀杀了王道人；至村店吃酒，醉打了孔兄：把自家的事从头备细告诉了<head>宋江</head>一遍。","id_1","id_24",10136.0,"宋江","武松","elder_sworn_brother"
"<head>孔明</head><tail>孔亮</tail>两个听了大惊，扑翻身便拜。","id_85","id_86",10137.0,"孔明","孔亮","elder_brother"
"<head>孔明</head>、<tail>孔亮</tail>道：“我弟兄两个‘有眼不识泰山’！","id_85","id_86",10139.0,"孔明","孔亮","elder_brother"
"当晚<head>宋江</head>邀<tail>武松</tail>同榻，叙说一年有馀的事，宋江心内喜悦。","id_1","id_24",10147.0,"宋江","武松","elder_sworn_brother"
"当晚<tail>宋江</tail>邀<head>武松</head>同榻，叙说一年有馀的事，宋江心内喜悦。","id_24","id_1",10147.0,"武松","宋江","younger_sworn_brother"
"当晚宋江邀<head>武松</head>同榻，叙说一年有馀的事，<tail>宋江</tail>心内喜悦。","id_24","id_1",10147.0,"武松","宋江","younger_sworn_brother"
"当晚宋江邀<tail>武松</tail>同榻，叙说一年有馀的事，<head>宋江</head>心内喜悦。","id_1","id_24",10147.0,"宋江","武松","elder_sworn_brother"
"当日筵宴散了，<head>宋江</head>问<tail>武松</tail>道：“二哥今欲往何处安身？”","id_1","id_24",10155.0,"宋江","武松","elder_sworn_brother"
"当日筵宴散了，<tail>宋江</tail>问<head>武松</head>道：“二哥今欲往何处安身？”","id_24","id_1",10155.0,"武松","宋江","younger_sworn_brother"
"<head>武松</head>道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_24","id_130",10156.0,"武松","张青","friend"
"<head>武松</head>道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_24","id_130",10156.0,"武松","张青","sworn"
"<tail>武松</tail>道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_130","id_24",10156.0,"张青","武松","friend"
"<tail>武松</tail>道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_130","id_24",10156.0,"张青","武松","sworn"
"<head>武松</head>道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_24","id_130",10156.0,"武松","张青","friend"
"<head>武松</head>道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_24","id_130",10156.0,"武松","张青","sworn"
"<tail>武松</tail>道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_130","id_24",10156.0,"张青","武松","friend"
"<tail>武松</tail>道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺花和尚鲁智深那里入夥，他也随後便上山来。”","id_130","id_24",10156.0,"张青","武松","sworn"
"武松道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺<tail>花和尚</tail>鲁智深那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","friend"
"武松道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺<tail>花和尚</tail>鲁智深那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","sworn"
"武松道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺<head>花和尚</head>鲁智深那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","friend"
"武松道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺<head>花和尚</head>鲁智深那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","sworn"
"武松道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺花和尚<tail>鲁智深</tail>那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","friend"
"武松道：“昨夜已对哥哥说了，<head>菜园子</head>张青写书与我，着兄弟投二龙山宝珠寺花和尚<tail>鲁智深</tail>那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","sworn"
"武松道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺花和尚<head>鲁智深</head>那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","friend"
"武松道：“昨夜已对哥哥说了，<tail>菜园子</tail>张青写书与我，着兄弟投二龙山宝珠寺花和尚<head>鲁智深</head>那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","sworn"
"武松道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺<tail>花和尚</tail>鲁智深那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","friend"
"武松道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺<tail>花和尚</tail>鲁智深那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","sworn"
"武松道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺<head>花和尚</head>鲁智深那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","friend"
"武松道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺<head>花和尚</head>鲁智深那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","sworn"
"武松道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺花和尚<tail>鲁智深</tail>那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","friend"
"武松道：“昨夜已对哥哥说了，菜园子<head>张青</head>写书与我，着兄弟投二龙山宝珠寺花和尚<tail>鲁智深</tail>那里入夥，他也随後便上山来。”","id_130","id_20",10156.0,"张青","鲁智深","sworn"
"武松道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺花和尚<head>鲁智深</head>那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","friend"
"武松道：“昨夜已对哥哥说了，菜园子<tail>张青</tail>写书与我，着兄弟投二龙山宝珠寺花和尚<head>鲁智深</head>那里入夥，他也随後便上山来。”","id_20","id_130",10156.0,"鲁智深","张青","sworn"
"一住过了十日之上，<head>宋江</head>与<tail>武松</tail>要行，孔太公父子那里肯放，又留了三五日，宋江坚执要行，孔太公只得安排筵席送行。","id_1","id_24",10169.0,"宋江","武松","elder_sworn_brother"
"一住过了十日之上，<tail>宋江</tail>与<head>武松</head>要行，孔太公父子那里肯放，又留了三五日，宋江坚执要行，孔太公只得安排筵席送行。","id_24","id_1",10169.0,"武松","宋江","younger_sworn_brother"
"一住过了十日之上，宋江与<head>武松</head>要行，孔太公父子那里肯放，又留了三五日，<tail>宋江</tail>坚执要行，孔太公只得安排筵席送行。","id_24","id_1",10169.0,"武松","宋江","younger_sworn_brother"
"一住过了十日之上，宋江与<tail>武松</tail>要行，孔太公父子那里肯放，又留了三五日，<head>宋江</head>坚执要行，孔太公只得安排筵席送行。","id_1","id_24",10169.0,"宋江","武松","elder_sworn_brother"
"<head>宋江</head>整顿了衣服器械，<tail>武松</tail>依前穿了行者的衣裳，带上铁戒箍，挂了人顶骨数珠，跨了两口戒刀，收拾了包裹，拴在腰里。","id_1","id_24",10172.0,"宋江","武松","elder_sworn_brother"
"<tail>宋江</tail>整顿了衣服器械，<head>武松</head>依前穿了行者的衣裳，带上铁戒箍，挂了人顶骨数珠，跨了两口戒刀，收拾了包裹，拴在腰里。","id_24","id_1",10172.0,"武松","宋江","younger_sworn_brother"
"<head>宋江</head>整顿了衣服器械，武松依前穿了<tail>行者</tail>的衣裳，带上铁戒箍，挂了人顶骨数珠，跨了两口戒刀，收拾了包裹，拴在腰里。","id_1","id_24",10172.0,"宋江","武松","elder_sworn_brother"
"<tail>宋江</tail>整顿了衣服器械，武松依前穿了<head>行者</head>的衣裳，带上铁戒箍，挂了人顶骨数珠，跨了两口戒刀，收拾了包裹，拴在腰里。","id_24","id_1",10172.0,"武松","宋江","younger_sworn_brother"
"<head>孔明</head>、<tail>孔亮</tail>叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了宋江、武行者两个。","id_85","id_86",10174.0,"孔明","孔亮","elder_brother"
"<head>孔明</head>、孔亮叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<tail>宋江</tail>、武行者两个。","id_85","id_1",10174.0,"孔明","宋江","apprentice"
"<tail>孔明</tail>、孔亮叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<head>宋江</head>、武行者两个。","id_1","id_85",10174.0,"宋江","孔明","master"
"孔明、<head>孔亮</head>叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<tail>宋江</tail>、武行者两个。","id_86","id_1",10174.0,"孔亮","宋江","apprentice"
"孔明、<tail>孔亮</tail>叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<head>宋江</head>、武行者两个。","id_1","id_86",10174.0,"宋江","孔亮","master"
"孔明、孔亮叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<head>宋江</head>、<tail>武行者</tail>两个。","id_1","id_24",10174.0,"宋江","武松","elder_sworn_brother"
"孔明、孔亮叫庄客背了行李，弟兄二人直送了二十馀里路，拜辞了<tail>宋江</tail>、<head>武行者</head>两个。","id_24","id_1",10174.0,"武松","宋江","younger_sworn_brother"
"<head>孔明</head>、<tail>孔亮</tail>相别，自和庄客归家，不在话下。","id_85","id_86",10176.0,"孔明","孔亮","elder_brother"
"只说<head>宋江</head>和<tail>武松</tail>两个在路上行着，於路说些闲话，走到晚，歇了一宵，次日早起，打夥又行。","id_1","id_24",10177.0,"宋江","武松","elder_sworn_brother"
"只说<tail>宋江</tail>和<head>武松</head>两个在路上行着，於路说些闲话，走到晚，歇了一宵，次日早起，打夥又行。","id_24","id_1",10177.0,"武松","宋江","younger_sworn_brother"
"<head>宋江</head>洒泪，不忍分别；又分付<tail>武松</tail>道：“兄弟，休忘了我的言语：少戒酒性。","id_1","id_24",10192.0,"宋江","武松","elder_sworn_brother"
"<tail>宋江</tail>洒泪，不忍分别；又分付<head>武松</head>道：“兄弟，休忘了我的言语：少戒酒性。","id_24","id_1",10192.0,"武松","宋江","younger_sworn_brother"
"<head>宋江</head>把杀阎婆惜一事和投奔柴大官人并孔太公庄上遇见<tail>武松</tail>、清风山上被捉遇燕顺等事，细细地都说了一遍。","id_1","id_24",10215.0,"宋江","武松","elder_sworn_brother"
"<tail>宋江</tail>把杀阎婆惜一事和投奔柴大官人并孔太公庄上遇见<head>武松</head>、清风山上被捉遇燕顺等事，细细地都说了一遍。","id_24","id_1",10215.0,"武松","宋江","younger_sworn_brother"
"<head>宋江</head>把杀阎婆惜一事和投奔柴大官人并孔太公庄上遇见武松、清风山上被捉遇<tail>燕顺</tail>等事，细细地都说了一遍。","id_1","id_70",10215.0,"宋江","燕顺","recruit"
"<tail>宋江</tail>道：“若非兄弟<head>宋清</head>寄书来孔太公庄上时，在下也特地要来贤弟这里走一遭。”","id_102","id_1",10218.0,"宋清","宋江","elder_brother"
"<head>花荣</head>便请<tail>宋江</tail>去后堂里坐，唤出浑家崔氏来拜伯伯。","id_16","id_1",10219.0,"花荣","宋江","friend"
"<tail>花荣</tail>便请<head>宋江</head>去后堂里坐，唤出浑家崔氏来拜伯伯。","id_1","id_16",10219.0,"宋江","花荣","friend"
"当日筵宴上，<head>宋江</head>把救了刘知寨恭人的事，备细对<tail>花荣</tail>说了一遍。","id_1","id_16",10222.0,"宋江","花荣","friend"
"当日筵宴上，<tail>宋江</tail>把救了刘知寨恭人的事，备细对<head>花荣</head>说了一遍。","id_16","id_1",10222.0,"花荣","宋江","friend"
"<head>花荣</head>夫妻几口儿，朝暮臻臻至至，献酒供食，伏侍<tail>宋江</tail>。","id_16","id_1",10242.0,"花荣","宋江","friend"
"<tail>花荣</tail>夫妻几口儿，朝暮臻臻至至，献酒供食，伏侍<head>宋江</head>。","id_1","id_16",10242.0,"宋江","花荣","friend"
