"marked","head_id","tail_id","id","head","tail","relation"
"一根变作<head>长老</head>，一根变作自身，那两根变作沙僧、<tail>八戒</tail>，都变得容貌一般，相貌皆同，问他也就说话，叫名也就答应。","id_1","id_16",7345.0,"唐僧","猪八戒","master"
"一根变作<tail>长老</tail>，一根变作自身，那两根变作沙僧、<head>八戒</head>，都变得容貌一般，相貌皆同，问他也就说话，叫名也就答应。","id_16","id_1",7345.0,"猪八戒","唐僧","apprentice"
"一根变作长老，一根变作自身，那两根变作<head>沙僧</head>、<tail>八戒</tail>，都变得容貌一般，相貌皆同，问他也就说话，叫名也就答应。","id_20","id_16",7345.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>唐僧</head>闻言，战战兢兢，未曾答应，<tail>沙僧</tail>掣宝杖，八戒举钉钯，大圣使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_1","id_20",7377.0,"唐僧","沙僧","master"
"<tail>唐僧</tail>闻言，战战兢兢，未曾答应，<head>沙僧</head>掣宝杖，八戒举钉钯，大圣使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_20","id_1",7377.0,"沙僧","唐僧","apprentice"
"<head>唐僧</head>闻言，战战兢兢，未曾答应，沙僧掣宝杖，<tail>八戒</tail>举钉钯，大圣使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_1","id_16",7377.0,"唐僧","猪八戒","master"
"<tail>唐僧</tail>闻言，战战兢兢，未曾答应，沙僧掣宝杖，<head>八戒</head>举钉钯，大圣使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_16","id_1",7377.0,"猪八戒","唐僧","apprentice"
"<head>唐僧</head>闻言，战战兢兢，未曾答应，沙僧掣宝杖，八戒举钉钯，<tail>大圣</tail>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_1","id_6",7377.0,"唐僧","孙悟空","master"
"<tail>唐僧</tail>闻言，战战兢兢，未曾答应，沙僧掣宝杖，八戒举钉钯，<head>大圣</head>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_6","id_1",7377.0,"孙悟空","唐僧","apprentice"
"唐僧闻言，战战兢兢，未曾答应，<head>沙僧</head>掣宝杖，<tail>八戒</tail>举钉钯，大圣使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_20","id_16",7377.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"唐僧闻言，战战兢兢，未曾答应，<head>沙僧</head>掣宝杖，八戒举钉钯，<tail>大圣</tail>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_20","id_6",7377.0,"沙僧","孙悟空","younger_brother_with_the_same_master"
"唐僧闻言，战战兢兢，未曾答应，<tail>沙僧</tail>掣宝杖，八戒举钉钯，<head>大圣</head>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_6","id_20",7377.0,"孙悟空","沙僧","elder_brother_with_the_same_master"
"唐僧闻言，战战兢兢，未曾答应，沙僧掣宝杖，<head>八戒</head>举钉钯，<tail>大圣</tail>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_16","id_6",7377.0,"猪八戒","孙悟空","younger_brother_with_the_same_master"
"唐僧闻言，战战兢兢，未曾答应，沙僧掣宝杖，<tail>八戒</tail>举钉钯，<head>大圣</head>使铁棒，一齐上前，把大仙围住在空中，乱打乱筑。","id_6","id_16",7377.0,"孙悟空","猪八戒","elder_brother_with_the_same_master"
"众仙接着，仙师坐于殿上，却又在袖儿里一个个搬出，将<head>唐僧</head>绑在阶下矮槐树上，<tail>八戒</tail>、沙僧各绑在两边树上。","id_1","id_16",7384.0,"唐僧","猪八戒","master"
"众仙接着，仙师坐于殿上，却又在袖儿里一个个搬出，将<tail>唐僧</tail>绑在阶下矮槐树上，<head>八戒</head>、沙僧各绑在两边树上。","id_16","id_1",7384.0,"猪八戒","唐僧","apprentice"
"众仙接着，仙师坐于殿上，却又在袖儿里一个个搬出，将<head>唐僧</head>绑在阶下矮槐树上，八戒、<tail>沙僧</tail>各绑在两边树上。","id_1","id_20",7384.0,"唐僧","沙僧","master"
"众仙接着，仙师坐于殿上，却又在袖儿里一个个搬出，将<tail>唐僧</tail>绑在阶下矮槐树上，八戒、<head>沙僧</head>各绑在两边树上。","id_20","id_1",7384.0,"沙僧","唐僧","apprentice"
"众仙接着，仙师坐于殿上，却又在袖儿里一个个搬出，将唐僧绑在阶下矮槐树上，<tail>八戒</tail>、<head>沙僧</head>各绑在两边树上。","id_20","id_16",7384.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"大仙道：“把<head>唐三藏</head>、<tail>猪八戒</tail>、沙和尚都使布裹了！”","id_1","id_16",7391.0,"唐僧","猪八戒","master"
"大仙道：“把<tail>唐三藏</tail>、<head>猪八戒</head>、沙和尚都使布裹了！”","id_16","id_1",7391.0,"猪八戒","唐僧","apprentice"
"大仙道：“把<head>唐三藏</head>、猪八戒、<tail>沙和尚</tail>都使布裹了！”","id_1","id_20",7391.0,"唐僧","沙僧","master"
"大仙道：“把<tail>唐三藏</tail>、猪八戒、<head>沙和尚</head>都使布裹了！”","id_20","id_1",7391.0,"沙僧","唐僧","apprentice"
"大仙道：“把唐三藏、<tail>猪八戒</tail>、<head>沙和尚</head>都使布裹了！”","id_20","id_16",7391.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"大仙谅他走不脱，即命解放了<head>三藏</head>、<tail>八戒</tail>、沙僧。","id_1","id_16",7454.0,"唐僧","猪八戒","master"
"大仙谅他走不脱，即命解放了<tail>三藏</tail>、<head>八戒</head>、沙僧。","id_16","id_1",7454.0,"猪八戒","唐僧","apprentice"
"大仙谅他走不脱，即命解放了<head>三藏</head>、八戒、<tail>沙僧</tail>。","id_1","id_20",7454.0,"唐僧","沙僧","master"
"大仙谅他走不脱，即命解放了<tail>三藏</tail>、八戒、<head>沙僧</head>。","id_20","id_1",7454.0,"沙僧","唐僧","apprentice"
"大仙谅他走不脱，即命解放了三藏、<tail>八戒</tail>、<head>沙僧</head>。","id_20","id_16",7454.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"寿星道：“我闻<head>大圣</head>弃道从释，脱性命保护<tail>唐僧</tail>往西天取经，遂日奔波山路，那些儿得闲，却来耍子？”","id_6","id_1",7488.0,"孙悟空","唐僧","apprentice"
"寿星道：“我闻<tail>大圣</tail>弃道从释，脱性命保护<head>唐僧</head>往西天取经，遂日奔波山路，那些儿得闲，却来耍子？”","id_1","id_6",7488.0,"唐僧","孙悟空","master"
"那<head>三藏</head>喝退了<tail>八戒</tail>，急整衣拜了三星。","id_1","id_16",7540.0,"唐僧","猪八戒","master"
"那<tail>三藏</tail>喝退了<head>八戒</head>，急整衣拜了三星。","id_16","id_1",7540.0,"猪八戒","唐僧","apprentice"
"<head>三藏</head>笑道：“那<tail>八戒</tail>是甚么规矩！”","id_1","id_16",7549.0,"唐僧","猪八戒","master"
"<tail>三藏</tail>笑道：“那<head>八戒</head>是甚么规矩！”","id_16","id_1",7549.0,"猪八戒","唐僧","apprentice"
"<head>三藏</head>又叱令出去，那<tail>呆子</tail>出门，瞅着福星，眼不转睛的发狠，福星道：“夯货！","id_1","id_16",7551.0,"唐僧","猪八戒","master"
"<tail>三藏</tail>又叱令出去，那<head>呆子</head>出门，瞅着福星，眼不转睛的发狠，福星道：“夯货！","id_16","id_1",7551.0,"猪八戒","唐僧","apprentice"
"菩萨道：“<head>悟空</head>，<tail>唐僧</tail>行到何处也？”","id_6","id_1",7648.0,"孙悟空","唐僧","apprentice"
"菩萨道：“<tail>悟空</tail>，<head>唐僧</head>行到何处也？”","id_1","id_6",7648.0,"唐僧","孙悟空","master"
"礼毕上坐，那阶前，行者引<head>唐僧</head>、<tail>八戒</tail>、沙僧都拜了。","id_1","id_16",7686.0,"唐僧","猪八戒","master"
"礼毕上坐，那阶前，行者引<tail>唐僧</tail>、<head>八戒</head>、沙僧都拜了。","id_16","id_1",7686.0,"猪八戒","唐僧","apprentice"
"礼毕上坐，那阶前，行者引<head>唐僧</head>、八戒、<tail>沙僧</tail>都拜了。","id_1","id_20",7686.0,"唐僧","沙僧","master"
"礼毕上坐，那阶前，行者引<tail>唐僧</tail>、八戒、<head>沙僧</head>都拜了。","id_20","id_1",7686.0,"沙僧","唐僧","apprentice"
"礼毕上坐，那阶前，行者引唐僧、<tail>八戒</tail>、<head>沙僧</head>都拜了。","id_20","id_16",7686.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"菩萨道：“<head>唐僧</head>乃我之弟子，<tail>孙悟空</tail>冲撞了先生，理当赔偿宝树。”","id_1","id_6",7690.0,"唐僧","孙悟空","master"
"菩萨道：“<tail>唐僧</tail>乃我之弟子，<head>孙悟空</head>冲撞了先生，理当赔偿宝树。”","id_6","id_1",7690.0,"孙悟空","唐僧","apprentice"
"行者、<tail>八戒</tail>、<head>沙僧</head>，扛起树来，扶得周正，拥上土，将玉器内甘泉，一瓯瓯捧与菩萨。","id_20","id_16",7704.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"此时菩萨与三老各吃了一个，<head>唐僧</head>始知是仙家宝贝，也吃了一个，<tail>悟空</tail>三人亦各吃一个，镇元子陪了一个，本观仙众分吃了一个。","id_1","id_6",7717.0,"唐僧","孙悟空","master"
"此时菩萨与三老各吃了一个，<tail>唐僧</tail>始知是仙家宝贝，也吃了一个，<head>悟空</head>三人亦各吃一个，镇元子陪了一个，本观仙众分吃了一个。","id_6","id_1",7717.0,"孙悟空","唐僧","apprentice"
"那<head>长老</head>马上心惊，孙<tail>大圣</tail>布施手段，舞着铁棒，哮吼一声，唬得那狼虫颠窜，虎豹奔逃。","id_1","id_6",7740.0,"唐僧","孙悟空","master"
"那<tail>长老</tail>马上心惊，孙<head>大圣</head>布施手段，舞着铁棒，哮吼一声，唬得那狼虫颠窜，虎豹奔逃。","id_6","id_1",7740.0,"孙悟空","唐僧","apprentice"
"师徒们入此山，正行到嵯峨之处，<head>三藏</head>道：“<tail>悟空</tail>，我这一日，肚中饥了，你去那里化些斋吃？”","id_1","id_6",7741.0,"唐僧","孙悟空","master"
"师徒们入此山，正行到嵯峨之处，<tail>三藏</tail>道：“<head>悟空</head>，我这一日，肚中饥了，你去那里化些斋吃？”","id_6","id_1",7741.0,"孙悟空","唐僧","apprentice"
"说是<tail>八戒</tail>、<head>沙僧</head>。","id_20","id_16",7768.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>三藏</head>见了，叫：“<tail>八戒</tail>，沙僧，悟空才说这里旷野无人，你看那里不走出一个人来了？”","id_1","id_16",7774.0,"唐僧","猪八戒","master"
"<tail>三藏</tail>见了，叫：“<head>八戒</head>，沙僧，悟空才说这里旷野无人，你看那里不走出一个人来了？”","id_16","id_1",7774.0,"猪八戒","唐僧","apprentice"
"<head>三藏</head>见了，叫：“八戒，<tail>沙僧</tail>，悟空才说这里旷野无人，你看那里不走出一个人来了？”","id_1","id_20",7774.0,"唐僧","沙僧","master"
"<tail>三藏</tail>见了，叫：“八戒，<head>沙僧</head>，悟空才说这里旷野无人，你看那里不走出一个人来了？”","id_20","id_1",7774.0,"沙僧","唐僧","apprentice"
"<head>三藏</head>见了，叫：“八戒，沙僧，<tail>悟空</tail>才说这里旷野无人，你看那里不走出一个人来了？”","id_1","id_6",7774.0,"唐僧","孙悟空","master"
"<tail>三藏</tail>见了，叫：“八戒，沙僧，<head>悟空</head>才说这里旷野无人，你看那里不走出一个人来了？”","id_6","id_1",7774.0,"孙悟空","唐僧","apprentice"
"三藏见了，叫：“<tail>八戒</tail>，<head>沙僧</head>，悟空才说这里旷野无人，你看那里不走出一个人来了？”","id_20","id_16",7774.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"三藏见了，叫：“<head>八戒</head>，沙僧，<tail>悟空</tail>才说这里旷野无人，你看那里不走出一个人来了？”","id_16","id_6",7774.0,"猪八戒","孙悟空","younger_brother_with_the_same_master"
"三藏见了，叫：“<tail>八戒</tail>，沙僧，<head>悟空</head>才说这里旷野无人，你看那里不走出一个人来了？”","id_6","id_16",7774.0,"孙悟空","猪八戒","elder_brother_with_the_same_master"
"三藏见了，叫：“八戒，<head>沙僧</head>，<tail>悟空</tail>才说这里旷野无人，你看那里不走出一个人来了？”","id_20","id_6",7774.0,"沙僧","孙悟空","younger_brother_with_the_same_master"
"三藏见了，叫：“八戒，<tail>沙僧</tail>，<head>悟空</head>才说这里旷野无人，你看那里不走出一个人来了？”","id_6","id_20",7774.0,"孙悟空","沙僧","elder_brother_with_the_same_master"
"<tail>八戒</tail>道：“师父，你与<head>沙僧</head>坐着，等老猪去看看来。”","id_20","id_16",7775.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"唬得个<head>长老</head>用手扯住道：“<tail>悟空</tail>！","id_1","id_6",7801.0,"唐僧","孙悟空","master"
"唬得个<tail>长老</tail>用手扯住道：“<head>悟空</head>！","id_6","id_1",7801.0,"孙悟空","唐僧","apprentice"
"若果有此意，叫<tail>八戒</tail>伐几棵树来，<head>沙僧</head>寻些草来，我做木匠，就在这里搭个窝铺，你与他圆房成事，我们大家散了，却不是件事业？","id_20","id_16",7813.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>沙僧</head>搀着<tail>长老</tail>，近前看时，那里是甚香米饭，却是一罐子拖尾巴的长蛆，也不是面筋，却是几个青蛙、癞虾蟆，满地乱跳。","id_20","id_1",7821.0,"沙僧","唐僧","apprentice"
"<tail>沙僧</tail>搀着<head>长老</head>，近前看时，那里是甚香米饭，却是一罐子拖尾巴的长蛆，也不是面筋，却是几个青蛙、癞虾蟆，满地乱跳。","id_1","id_20",7821.0,"唐僧","沙僧","master"
"<head>长老</head>才有三分儿信了，怎禁<tail>猪八戒</tail>气不忿，在旁漏八分儿唆嘴道：“师父，说起这个女子，他是此间农妇，因为送饭下田，路遇我等，却怎么栽他是个妖怪？","id_1","id_16",7822.0,"唐僧","猪八戒","master"
"<tail>长老</tail>才有三分儿信了，怎禁<head>猪八戒</head>气不忿，在旁漏八分儿唆嘴道：“师父，说起这个女子，他是此间农妇，因为送饭下田，路遇我等，却怎么栽他是个妖怪？","id_16","id_1",7822.0,"猪八戒","唐僧","apprentice"
"<head>三藏</head>自此一言，就是晦气到了：果然信那<tail>呆子</tail>撺唆，手中捻诀，口里念咒，行者就叫：“头疼！","id_1","id_16",7824.0,"唐僧","猪八戒","master"
"<tail>三藏</tail>自此一言，就是晦气到了：果然信那<head>呆子</head>撺唆，手中捻诀，口里念咒，行者就叫：“头疼！","id_16","id_1",7824.0,"猪八戒","唐僧","apprentice"
"<head>唐僧</head>大惊道：“<tail>悟空</tail>，我当时只是菩萨暗受一卷《紧箍儿咒》，却没有甚么松箍儿咒。”","id_1","id_6",7886.0,"唐僧","孙悟空","master"
"<tail>唐僧</tail>大惊道：“<head>悟空</head>，我当时只是菩萨暗受一卷《紧箍儿咒》，却没有甚么松箍儿咒。”","id_6","id_1",7886.0,"孙悟空","唐僧","apprentice"
"那妖精错认了定盘星，把孙<head>大圣</head>也当做个等闲的，遂答道：“<tail>长老</tail>啊，我老汉祖居此地，一生好善斋僧，看经念佛。","id_6","id_1",7910.0,"孙悟空","唐僧","apprentice"
"那妖精错认了定盘星，把孙<tail>大圣</tail>也当做个等闲的，遂答道：“<head>长老</head>啊，我老汉祖居此地，一生好善斋僧，看经念佛。","id_1","id_6",7910.0,"唐僧","孙悟空","master"
"<head>唐僧</head>大惊道：“<tail>悟空</tail>，这个人才死了，怎么就化作一堆骷髅？”","id_1","id_6",7936.0,"唐僧","孙悟空","master"
"<tail>唐僧</tail>大惊道：“<head>悟空</head>，这个人才死了，怎么就化作一堆骷髅？”","id_6","id_1",7936.0,"孙悟空","唐僧","apprentice"
"<head>唐僧</head>闻说，倒也信了，怎禁那<tail>八戒</tail>旁边唆嘴道：“师父，他的手重棍凶，把人打死，只怕你念那话儿，故意变化这个模样，掩你的眼目哩！”","id_1","id_16",7939.0,"唐僧","猪八戒","master"
"<tail>唐僧</tail>闻说，倒也信了，怎禁那<head>八戒</head>旁边唆嘴道：“师父，他的手重棍凶，把人打死，只怕你念那话儿，故意变化这个模样，掩你的眼目哩！”","id_16","id_1",7939.0,"猪八戒","唐僧","apprentice"
"看起来，只你是人，那<tail>悟能</tail>、<head>悟净</head>就不是人？”","id_20","id_16",7957.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"那<head>大圣</head>一闻得说他两个是人，止不住伤情凄惨，对<tail>唐僧</tail>道声：“苦啊！","id_6","id_1",7958.0,"孙悟空","唐僧","apprentice"
"那<tail>大圣</tail>一闻得说他两个是人，止不住伤情凄惨，对<head>唐僧</head>道声：“苦啊！","id_1","id_6",7958.0,"唐僧","孙悟空","master"
"你那时节，出了长安，有刘伯钦送你上路；到两界山，救我出来，投拜你为师，我曾穿古洞，入深林，擒魔捉怪，收<tail>八戒</tail>，得<head>沙僧</head>，吃尽千辛万苦。","id_20","id_16",7959.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"若到那毒魔苦难处不得脱身，<tail>八戒</tail><head>沙僧</head>救不得你，那时节，想起我来，忍不住又念诵起来，就是十万里路，我的头也是疼的；假如再来见你，不如不作此意。”","id_20","id_16",7965.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>唐僧</head>见他言言语语，越添恼怒，滚鞍下马来，叫<tail>沙僧</tail>包袱内取出纸笔，即于涧下取水，石上磨墨，写了一纸贬书，递于行者道：“猴头！","id_1","id_20",7966.0,"唐僧","沙僧","master"
"<tail>唐僧</tail>见他言言语语，越添恼怒，滚鞍下马来，叫<head>沙僧</head>包袱内取出纸笔，即于涧下取水，石上磨墨，写了一纸贬书，递于行者道：“猴头！","id_20","id_1",7966.0,"沙僧","唐僧","apprentice"
"<head>大圣</head>跳起来，把身一抖，收上毫毛，却又吩咐<tail>沙僧</tail>道：“贤弟，你是个好人，却只要留心防着八戒言语，途中更要仔细。","id_6","id_20",7975.0,"孙悟空","沙僧","elder_brother_with_the_same_master"
"<tail>大圣</tail>跳起来，把身一抖，收上毫毛，却又吩咐<head>沙僧</head>道：“贤弟，你是个好人，却只要留心防着八戒言语，途中更要仔细。","id_20","id_6",7975.0,"沙僧","孙悟空","younger_brother_with_the_same_master"
"<head>大圣</head>跳起来，把身一抖，收上毫毛，却又吩咐沙僧道：“贤弟，你是个好人，却只要留心防着<tail>八戒</tail>言语，途中更要仔细。","id_6","id_16",7975.0,"孙悟空","猪八戒","elder_brother_with_the_same_master"
"<tail>大圣</tail>跳起来，把身一抖，收上毫毛，却又吩咐沙僧道：“贤弟，你是个好人，却只要留心防着<head>八戒</head>言语，途中更要仔细。","id_16","id_6",7975.0,"猪八戒","孙悟空","younger_brother_with_the_same_master"
"大圣跳起来，把身一抖，收上毫毛，却又吩咐<head>沙僧</head>道：“贤弟，你是个好人，却只要留心防着<tail>八戒</tail>言语，途中更要仔细。","id_20","id_16",7975.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"那<head>大圣</head>见<tail>长老</tail>三番两复，不肯转意回心，没奈何才去。","id_6","id_1",7979.0,"孙悟空","唐僧","apprentice"
"那<tail>大圣</tail>见<head>长老</head>三番两复，不肯转意回心，没奈何才去。","id_1","id_6",7979.0,"唐僧","孙悟空","master"
"你看他：噙泪叩头辞<head>长老</head>，含悲留意嘱<tail>沙僧</tail>。","id_1","id_20",7980.0,"唐僧","沙僧","master"
"你看他：噙泪叩头辞<tail>长老</tail>，含悲留意嘱<head>沙僧</head>。","id_20","id_1",7980.0,"沙僧","唐僧","apprentice"
"却说那<head>大圣</head>虽被<tail>唐僧</tail>逐赶，然犹思念，感叹不已，早望见东洋大海，道：“我不走此路者，已五百年矣！”","id_6","id_1",7988.0,"孙悟空","唐僧","apprentice"
"却说那<tail>大圣</tail>虽被<head>唐僧</head>逐赶，然犹思念，感叹不已，早望见东洋大海，道：“我不走此路者，已五百年矣！”","id_1","id_6",7988.0,"唐僧","孙悟空","master"
"<head>大圣</head>坐在中间，群怪罗拜于前，启道：“大圣爷爷，近闻得你得了性命，保<tail>唐僧</tail>往西天取经，如何不走西方，却回本山？”","id_6","id_1",8035.0,"孙悟空","唐僧","apprentice"
"<tail>大圣</tail>坐在中间，群怪罗拜于前，启道：“大圣爷爷，近闻得你得了性命，保<head>唐僧</head>往西天取经，如何不走西方，却回本山？”","id_1","id_6",8035.0,"唐僧","孙悟空","master"
"大圣坐在中间，群怪罗拜于前，启道：“<head>大圣</head>爷爷，近闻得你得了性命，保<tail>唐僧</tail>往西天取经，如何不走西方，却回本山？”","id_6","id_1",8035.0,"孙悟空","唐僧","apprentice"
"大圣坐在中间，群怪罗拜于前，启道：“<tail>大圣</tail>爷爷，近闻得你得了性命，保<head>唐僧</head>往西天取经，如何不走西方，却回本山？”","id_1","id_6",8035.0,"唐僧","孙悟空","master"
"<head>大圣</head>道：“小的们，你不知道，那<tail>唐三藏</tail>不识贤愚。","id_6","id_1",8036.0,"孙悟空","唐僧","apprentice"
"<tail>大圣</tail>道：“小的们，你不知道，那<head>唐三藏</head>不识贤愚。","id_1","id_6",8036.0,"唐僧","孙悟空","master"
"却说<head>唐僧</head>听信狡性，纵放心猿，攀鞍上马，<tail>八戒</tail>前边开路，沙僧挑着行李西行。","id_1","id_16",8082.0,"唐僧","猪八戒","master"
"却说<tail>唐僧</tail>听信狡性，纵放心猿，攀鞍上马，<head>八戒</head>前边开路，沙僧挑着行李西行。","id_16","id_1",8082.0,"猪八戒","唐僧","apprentice"
"却说<head>唐僧</head>听信狡性，纵放心猿，攀鞍上马，八戒前边开路，<tail>沙僧</tail>挑着行李西行。","id_1","id_20",8082.0,"唐僧","沙僧","master"
"却说<tail>唐僧</tail>听信狡性，纵放心猿，攀鞍上马，八戒前边开路，<head>沙僧</head>挑着行李西行。","id_20","id_1",8082.0,"沙僧","唐僧","apprentice"
"却说唐僧听信狡性，纵放心猿，攀鞍上马，<tail>八戒</tail>前边开路，<head>沙僧</head>挑着行李西行。","id_20","id_16",8082.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"你看那<tail>呆子</tail>，抖擞精神，叫<head>沙僧</head>带着马，他使钉钯开路，领唐僧径入松林之内。","id_20","id_16",8085.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"你看那<head>呆子</head>，抖擞精神，叫沙僧带着马，他使钉钯开路，领<tail>唐僧</tail>径入松林之内。","id_16","id_1",8085.0,"猪八戒","唐僧","apprentice"
"你看那<tail>呆子</tail>，抖擞精神，叫沙僧带着马，他使钉钯开路，领<head>唐僧</head>径入松林之内。","id_1","id_16",8085.0,"唐僧","猪八戒","master"
"你看那呆子，抖擞精神，叫<head>沙僧</head>带着马，他使钉钯开路，领<tail>唐僧</tail>径入松林之内。","id_20","id_1",8085.0,"沙僧","唐僧","apprentice"
"你看那呆子，抖擞精神，叫<tail>沙僧</tail>带着马，他使钉钯开路，领<head>唐僧</head>径入松林之内。","id_1","id_20",8085.0,"唐僧","沙僧","master"
"正行处，那<head>长老</head>兜住马道：“<tail>八戒</tail>，我这一日其实饥了，那里寻些斋饭我吃？”","id_1","id_16",8086.0,"唐僧","猪八戒","master"
"正行处，那<tail>长老</tail>兜住马道：“<head>八戒</head>，我这一日其实饥了，那里寻些斋饭我吃？”","id_16","id_1",8086.0,"猪八戒","唐僧","apprentice"
"<head>长老</head>下了马，<tail>沙僧</tail>歇了担，取出钵盂，递与八戒。","id_1","id_20",8088.0,"唐僧","沙僧","master"
"<tail>长老</tail>下了马，<head>沙僧</head>歇了担，取出钵盂，递与八戒。","id_20","id_1",8088.0,"沙僧","唐僧","apprentice"
"<head>长老</head>下了马，沙僧歇了担，取出钵盂，递与<tail>八戒</tail>。","id_1","id_16",8088.0,"唐僧","猪八戒","master"
"<tail>长老</tail>下了马，沙僧歇了担，取出钵盂，递与<head>八戒</head>。","id_16","id_1",8088.0,"猪八戒","唐僧","apprentice"
"长老下了马，<head>沙僧</head>歇了担，取出钵盂，递与<tail>八戒</tail>。","id_20","id_16",8088.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"二来也是要寻<tail>八戒</tail><head>沙僧</head>。","id_20","id_16",8102.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>三藏</head>见他持刀，又老实说道：“大王，我有两个徒弟，叫做<tail>猪八戒</tail>、沙和尚，都出松林化斋去了。","id_1","id_16",8169.0,"唐僧","猪八戒","master"
"<tail>三藏</tail>见他持刀，又老实说道：“大王，我有两个徒弟，叫做<head>猪八戒</head>、沙和尚，都出松林化斋去了。","id_16","id_1",8169.0,"猪八戒","唐僧","apprentice"
"<head>三藏</head>见他持刀，又老实说道：“大王，我有两个徒弟，叫做猪八戒、<tail>沙和尚</tail>，都出松林化斋去了。","id_1","id_20",8169.0,"唐僧","沙僧","master"
"<tail>三藏</tail>见他持刀，又老实说道：“大王，我有两个徒弟，叫做猪八戒、<head>沙和尚</head>，都出松林化斋去了。","id_20","id_1",8169.0,"沙僧","唐僧","apprentice"
"三藏见他持刀，又老实说道：“大王，我有两个徒弟，叫做<tail>猪八戒</tail>、<head>沙和尚</head>，都出松林化斋去了。","id_20","id_16",8169.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"却说那<head>沙僧</head>出林找<tail>八戒</tail>，直有十余里远近，不曾见个庄村。","id_20","id_16",8179.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"被<head>沙僧</head>揪着耳朵，方叫醒了，道：“好<tail>呆子</tail>啊！","id_20","id_16",8181.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<tail>呆子</tail>懵懵懂懂的，托着钵盂，拑着钉钯，与<head>沙僧</head>径直回来，到林中看时，不见了师父。","id_20","id_16",8186.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>沙僧</head>埋怨道：“都是你这<tail>呆子</tail>化斋不来，必有妖精拿师父也。”","id_20","id_16",8187.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"老妖大喜道：“是<tail>猪八戒</tail>与<head>沙僧</head>寻将来也！","id_20","id_16",8212.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"却说那<tail>八戒</tail>、<head>沙僧</head>在门前正等，只见妖魔来得凶险。","id_20","id_16",8218.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"<head>沙僧</head>撇了行李<tail>白马</tail>，举宝杖，急急帮攻。","id_20","id_21",8237.0,"沙僧","白龙马","elder_brother_with_the_same_master"
"<tail>沙僧</tail>撇了行李<head>白马</head>，举宝杖，急急帮攻。","id_21","id_20",8237.0,"白龙马","沙僧","younger_brother_with_the_same_master"
"却说那<tail>八戒</tail>、<head>沙僧</head>与怪斗经个三十回合，不分胜负。","id_20","id_16",8253.0,"沙僧","猪八戒","younger_brother_with_the_same_master"
"只为<head>唐僧</head>命不该死，暗中有那护法神祇保着他，空中又有那六丁六甲、五方揭谛、四值功曹、一十八位护教伽蓝，助着<tail>八戒</tail>沙僧。","id_1","id_16",8256.0,"唐僧","猪八戒","master"
"只为<tail>唐僧</tail>命不该死，暗中有那护法神祇保着他，空中又有那六丁六甲、五方揭谛、四值功曹、一十八位护教伽蓝，助着<head>八戒</head>沙僧。","id_16","id_1",8256.0,"猪八戒","唐僧","apprentice"
"只为<head>唐僧</head>命不该死，暗中有那护法神祇保着他，空中又有那六丁六甲、五方揭谛、四值功曹、一十八位护教伽蓝，助着八戒<tail>沙僧</tail>。","id_1","id_20",8256.0,"唐僧","沙僧","master"
"只为<tail>唐僧</tail>命不该死，暗中有那护法神祇保着他，空中又有那六丁六甲、五方揭谛、四值功曹、一十八位护教伽蓝，助着八戒<head>沙僧</head>。","id_20","id_1",8256.0,"沙僧","唐僧","apprentice"
